5,A,1,Anastasia Markham,BAFS,VA
5,A,2,Kathe Miner,ECON,HIST
5,A,3,Henry Reece,BAFS,VA
5,A,4,Ema Hawley,BAFS,ECON
5,A,5,Dotty Tirado,CHIS,CLIT
5,A,6,Katheryn Vogt,BAFS,ECON
5,A,7,Shayna Lapointe,BAFS,HIST
5,A,8,Royal Linkous,GEOG,HIST
5,A,9,Janean Maples,CLIT,PHY
5,A,10,Merlene Hess,CLIT,BAFS
5,A,11,Rudolf Polk,CHIS,CLIT
5,A,12,Roma Osborn,BIO,CHIS
5,A,13,Arletha Fagan,CHIS
5,A,14,Serita Boehm,BIO,BAFS
5,A,15,Numbers Norwood,CHIS,ECON
5,A,16,Mozella Herrington,CHEM,HIST
5,A,17,Leilani Wilhelm,BAFS,ECON
5,A,18,Gwyneth Hite,HIST,VA
5,A,19,Mari Layne,CHIS,VA
5,A,20,Jason Staton,CHIS,HIST
5,A,21,Lavelle Desantis,VA
5,A,22,Julieta Stamm,BAFS,ECON
5,A,23,Elisha Plummer,CHIS,ECON
5,A,24,Nicolette Fanning,BIO,HIST
5,A,25,Elna Moulton,BAFS,PHY
5,A,26,Simona Nettles,BIO,CHIS
5,A,27,Detra Hutton,CHIS,CLIT
5,A,28,Micah Connelly,BIO,CHEM
5,A,29,Dulce Moen,BAFS,ECON
5,A,30,Blaine Totten,CHIS,CLIT
5,A,31,Louvenia Schafer,CHIS,ICT
5,A,32,Lashonda Withers,BAFS,ECON
5,A,33,Codi Matlock,CHIS,CLIT
5,A,34,Elwanda Zarate,BAFS,VA
5,A,35,Kaitlin Kane,BAFS,ECON
5,B,1,Kathlyn Smallwood,CHEM,M2,PHY
5,B,2,Tad Ainsworth,CHIS,CLIT
5,B,3,Morton Washburn,BIO,BAFS
5,B,4,Waldo Vaughan,BIO,BAFS,ECON
5,B,5,Marg Leung,BAFS,VA
5,B,6,Dudley Slack,CLIT,GEOG
5,B,7,Francie Gunn,BIO,HIST
5,B,8,Xiao Menard,BAFS,GEOG
5,B,9,Asha Venegas,CHIS
5,B,10,Douglass Woodcock,CHIS,ECON
5,B,11,Edris Beckett,BIO,ECON
5,B,12,Terrie Cowley,BIO,VA
5,B,13,Darleen Eaton,CHEM,CHIS,CLIT
5,B,14,Tommy Nixon,PHY,ICT
5,B,15,Viviana Wicks,CHIS,HIST
5,B,16,Apolonia Haskell,CHIS,BAFS
5,B,17,Jonie Haight,CHIS,HIST
5,B,18,Alyse Sprouse,CHIS
5,B,19,Erlene Orr,PHY,ICT
5,B,20,Carmina Keene,ECON,M1,PHY
5,B,21,Britt Osteen,BIO,HIST
5,B,22,Jong Galloway,ECON,GEOG
5,B,23,Fermin Hargis,BIO,CHIS
5,B,24,Ronald Gantt,CHIS,CLIT
5,B,25,Breanna Moeller,CHIS,HIST
5,B,26,Deshawn Lockhart,BIO,ECON
5,B,27,David Spicer,CHEM,GEOG
5,B,28,Eryn Mattingly,ECON,VA
5,B,29,Winona Shifflett,CHEM,GEOG
5,B,30,Val Mccallister,BAFS,ECON
5,B,31,Albina Mccombs,BIO,BAFS
5,B,32,Idell Wiggins,VA
5,B,33,Leeanna Canfield,ECON,ICT
5,B,34,Karrie Bollinger,CHEM,BAFS
5,C,1,Marchelle Duarte,ECON,GEOG
5,C,2,Tiffiny Mercier,CHIS,HIST,VA
5,C,3,Cordia Howerton,BAFS,ECON,HIST
5,C,4,Carry Burkett,BIO,CHEM,BAFS
5,C,5,Christal Mattox,CHIS,HIST
5,C,6,Karren Christenson,GEOG,HIST
5,C,7,Jamika Drummond,CHIS,CLIT,ECON
5,C,8,Denisha Metcalf,ECON,HIST
5,C,9,Santos Parham,BIO,PHY
5,C,10,Karina Juarez,BAFS,ECON
5,C,11,Bong Dunbar,ECON,GEOG
5,C,12,Shannan Dupont,BAFS,ECON
5,C,13,Loria Sumpter,BIO,CHEM,BAFS
5,C,14,Anamaria Newberry,BIO,GEOG
5,C,15,Stephany Winstead,BAFS,VA
5,C,16,Mee Farrar,CLIT,ECON
5,C,17,Les True,BIO,CHEM,ECON
5,C,18,Eliseo Nadeau,GEOG,HIST
5,C,19,Warner Stiltner,BIO,CLIT
5,C,20,Marcy Mark,CHIS,ECON,HIST
5,C,21,Laureen Cornwell,BAFS,ECON
5,C,22,Nathalie Urban,BIO,BAFS
5,C,23,Marylouise Dillon,BIO,ECON
5,C,24,Boyce Guinn,BIO,CLIT,VA
5,C,25,Reed Valle,CHEM,ECON
5,C,26,Zena Keenan,BIO,GEOG
5,C,27,Krystin Whitlow,CHIS,ICT
5,C,28,Stephane Guest,CHIS,BAFS
5,C,29,Gale Mcgrath,BIO,CHEM
5,C,30,Ranee Ziegler,ECON,GEOG
5,C,31,Kiersten Branham,BIO,CHEM,HIST
5,C,32,Emilee Springer,BIO,VA
5,C,33,Sharri Coble,BAFS,ECON,GEOG
5,C,34,Sol Mccord,BAFS,ECON
5,C,35,Marquita Edmonds,ECON,GEOG,HIST
5,C,36,Zackary Roper,BAFS,ECON
5,C,37,Jeraldine Frazer,CHIS,GEOG
5,C,38,Carma Aiken,BIO,CHEM,BAFS
5,C,39,Alysia Shipp,BIO,CHEM
5,C,40,Lon Latham,CHIS,CLIT,VA
5,D,1,Concepcion Fagan,BAFS,M2,PHY
5,D,2,Madelyn Kiser,BIO,CHEM
5,D,3,Allyn Caskey,BIO,CHEM,HIST
5,D,4,Mana Clemens,CLIT,BAFS,GEOG
5,D,5,Yi Rinaldi,BIO,CHEM
5,D,6,Lexie Christman,BAFS,ECON
5,D,7,Jc Mize,BIO,CHEM,VA
5,D,8,Regine Callahan,CHEM,BAFS,ECON
5,D,9,Glynis Mcmillian,BIO,CHEM
5,D,10,Phuong Boudreau,BIO,CHEM,BAFS
5,D,11,Valorie Beam,CLIT,ECON
5,D,12,Evelina Mcelroy,BAFS,VA
5,D,13,Antoine Low,M2,PHY,ICT
5,D,14,Otilia Fallon,BIO,CHEM,HIST
5,D,15,Flossie Hurd,ECON,M1,PHY
5,D,16,Kristian Morse,BIO,CHEM,ECON
5,D,17,Tanika Atherton,BIO,CHEM,HIST
5,D,18,Margene Ely,BIO,CHEM,HIST
5,D,19,Gussie Mortensen,BIO,CHEM,BAFS
5,D,20,Marva Rhoades,M1,PHY,ICT
5,D,21,Deetta Street,ECON,HIST
5,D,22,Wilford Duffy,BIO,CHEM,GEOG
5,D,23,Marlin Willard,BAFS,HIST
5,D,24,Mechelle Bustamante,BIO,CHEM
5,D,25,Chan Word,BIO,CHEM,CLIT
5,D,26,Glynda March,CHEM,BAFS,M2,PHY
5,D,27,Sindy Osorio,BIO,CHEM,PHY
5,D,28,Harley Rizzo,CHIS,HIST,ICT
5,D,29,Tory Wilde,BAFS,ECON
5,D,30,Cicely Major,CHIS,CLIT,GEOG
5,D,31,Vita Dodson,BAFS,ECON
5,D,32,Floretta Ruby,CHIS,M1,ICT
5,D,33,Elenora Shackelford,BIO,CHEM,BAFS
5,D,34,Winter Ulrich,BAFS,ECON
5,D,35,Kathrine Brewster,ECON,GEOG,HIST
5,D,36,Deshawn Broderick,BIO,HIST
5,D,37,Glayds Pringle,CHEM,GEOG,M1,PHY
5,D,38,Elisha Hubert,BIO,CHEM,GEOG
